reviewer_id,rating,title,text,date,review_url
150,5,Top Zufrieden,Top Zufrieden. Besonders Hervorzuheben ist hierbei die tadellose Beratung durch Herrn Babo von Rohr.Ein Edelstein von reinster Guete.,2025-03-12,https://de.trustpilot.com/reviews/67d171b0bdd029ff790a4618
151,1,Bei Schadensfall droht Kuendigung.....,"Sobald mehrere Schadensfaelle auftreten wird der Vertrag gekuendigt!Warum sollte ich dann dort eine Rechtsschutzversicherung abschliessen?Antwort:Ist aber der Fall, nur weil wir viele Vertraege haben wurde der Vertrag geaendert! Wenn wir NICHT zustimmen gekuendigt! Ich das Schreiben der OeRAG gerne hochladen!",2025-03-07,https://de.trustpilot.com/reviews/67cd8b094d4128b7b41d3d57
152,3,Schlechte Kommunikation,"Was die Bereitschaft zur Kostenuebernahme angeht, gut.Weniger gut die Kommunikation. Einfache Fragen koennen nicht beantwortet werden. In meinem Fall die Nachfrage, an welchem Tag mein RA die Deckungszusage angefordert hat. Es kam nur die Antwort, das die Zusage besteht.",2025-03-06,https://de.trustpilot.com/reviews/67c969452641f3940c00e105
153,1,ACHTUNG Unprofessioneller Versicherungsanbieter,"ACHTUNG - Absolut unprofessioneller und unzuverlaessiger Versicherungspartner.Kuendigt nach 10 Jahren fristlos, da der Versicherung anscheinend ein Fall zuviel gemeldet wurde. Absolut nicht empfehlenswert. Kein Verlass auf diese Versicherung, wenn man sie benoetigt und das, nachdem man 10 Jahre lang seinen Versicherungsbeitrag bezahlt hat. Auch keinerlei Bereitschaft, die Kuendigung bei hoeherem Beitrag zurueckzunehmen.Nie wieder!!",2025-02-03,https://de.trustpilot.com/reviews/67c89f7bd9a4e014e4b0d281
154,1,Nicht zu Empfehlen!,Nicht zu Empfehlen!! Schlechte Kommunikation Schlechte Deckung,2025-03-04,https://de.trustpilot.com/reviews/67c781b0f18e2a884f949877
155,5,Bin gut Beraten worden und auch sehr…,Bin gut Beraten worden und auch sehr freundlich und Hilfsbereit.,2025-03-04,https://de.trustpilot.com/reviews/67c72b44a89a79ba9b1a0bc9
156,1,Betrug und Abzocke!,"Betrug!!! Nach einem Beratungsgespraech wurde uns Deckung zu gesprochen und an eine Anwaltskanzlei empfohlen. Die Versicherungskarte haben wir den Anwalt vorgelegt. Nach einer Woche kam vom Anwalt, die Rechnung von 800 Euro fuer ein laecherliches Schreiben welches an die Gegenpartei gesendet wurde und noch dazu nicht von Erfolg gekroent war. Der Anwalt hat sich auch nicht an das Besprochene gehalten und uns auch nicht mitgeteilt, das die Oerag keine Kostendeckung gesendet hat. Nach Beschwerde bei der Oerag, kommt jetzt noch der Hammer, die absolut inkompetenten Angestellten, teilten uns mit, dass der Fall bei Denen nicht bekannt ist!!! ABZOCKE!!! Die 800 Euro muessen wir jetzt selbst tragen!!!! Die versprechen Ihnen Deckung und empfehlen Ihnen einen Anwalt, damit Sie zum Schluss die Kosten selbst tragen und der Anwalt Sie noch abzockt!!!!!!!",2025-02-27,https://de.trustpilot.com/reviews/67c374e9cc9122ffa2bda1c5
157,5,1 Anruf und sofortige Bestaetigung mit…,1 Anruf und sofortige Bestaetigung mit Vorschlaegen zu Rechtsanwaelten Top,2025-02-11,https://de.trustpilot.com/reviews/67bf6bd66a2bf7b98ef12e33
158,1,Nicht zum Empfehlen,Nicht zum Empfehlen! Sehr schlechte telefonische Beratung. Viel Aufwand um Versicherungsleistung zu bekommen!!!,2025-02-26,https://de.trustpilot.com/reviews/67bf56c2dc3bba9012f13b43
159,5,Sehr zufrieden,"Ich habe zwei Faelle gehabt, bei denen ich die OeRAG um Unterstuetzung gebeten habe.Beide wurden anstandslos reguliert, der letzte Fall sogar ( noch nachtraeglich ) als er bereits vor Gericht anhaengig war.Bin daher bisher sehr zufrieden!",2025-02-24,https://de.trustpilot.com/reviews/67bdfedf9de15536f0015e0d
160,1,Seit 5 Monaten ist die OeRAG nicht in…,"Seit 5 Monaten ist die OeRAG nicht in der Lage meinen Schadensfall abzuschliessen - einzig eine Information ""der RA hat sich bis jetzt noch nicht gemeldet"" erreicht mich - das reicht aber nicht",2024-08-15,https://de.trustpilot.com/reviews/67bd9c75807fc15d2ff7e989
161,5,I Ahung,Gute Shirts,2025-02-24,https://de.trustpilot.com/reviews/67bcd62090a0cf8cfd2b3b40
162,5,Sehr zufrieden mit telefonischer Hilfe und Regulierung,"Telefonisch sofort erreichbar (am Freitag spaet nachmittag!), ueberaus freundliche und sachliche Beratung und Hilfe.",2025-02-24,https://de.trustpilot.com/reviews/67bc64d9061ee6adcdf5b851
163,1,Ich habe das erste mal ueberhaupt das…,"Ich habe das erste mal ueberhaupt das ich seid Jahrzehnten bei der Oerag bin einen Rechtsstreit, nach langem hin und her kommt ein Schrieben abgelehnt. Danke dafuer...Ohne irgendwas.",2025-02-22,https://de.trustpilot.com/reviews/67b99aaed17d79e5e8657c45
164,1,"Kostenfalle bei Gebuehrensaetzen, schlechte Anwaltsvermittlung!","Schlechter, unkompetenter Service in der Schadenabteilung. Nervige und hinderliche Umwege bei Rechtsschutzfaellen. Falsche Anwaltsempfehlungen und teure Kostenfallen bei den Gebuehrensaetzen!Beispiel: OeRAG hat in meinem Fall immer nur den 1,0-fachen oder 1,3-fachen Gebuehrensatz zahlen wollen. Die Anwaelte wollten aber immer gemaess RVG fuer 3,5-fache Saetze arbeiten. Die Differenz muss der Mandant selbst tragen!!!Ausserdem wurde ich zwei Mal an Anwaelte empfohlen, die das relevante Rechtsgebiet nicht vertreten. Zwei mal wurde ich an Kanzleien verwiesen, die nach Nennung der OeRAG ""ueberlastet"" seien und mich nicht vertreten koennen.",2025-02-20,https://de.trustpilot.com/reviews/67b8392ae382479691f39297
165,1,Nach erstmaliger Inanspruchnahme eines…,"Nach erstmaliger Inanspruchnahme eines Anwalts ueber die OeRAG nach einem unverschuldeten Verkehrsunfall mit einem Totalschaden des eigenen Pkw wird man direkt und fristlos gekuendigt. - Im Anschluss hat man dann als ""kleines Dankeschoen"" der OeRAG"" auch noch extreme Schwierigkeiten einen neuen Versicherer zu finden, weil man ja vom Vorversicherer gekuendigt wurde und dann als Kunde weitestgehend abgelehnt wird. - Vielen Dank liebe OeRAG fuer diesen Super-Service !! - FAZIT: eine Rechtsschutzversicherung ist ganz wichtig und sinnvoll, nur benutzen sollte man sie anscheinend besser nicht !!1",2025-02-10,https://de.trustpilot.com/reviews/67af4cb39222757273468559
166,1,Ueberhaupt nicht kundenorientiert,Ueberhaupt nicht kundenorientiertObwohl man versichert ist Oerag uebernimmt ueberhaupt keine Verfahren Kosten oder sonst was anderes.Ueberhaupt nicht zu empfehlen.Die machen Spass ueber Eigene VersicherungsnehmerUnd es respektieren nicht eigenen Bedingungen.Sie geben ihren eigenen Kunden Schwung,2025-02-12,https://de.trustpilot.com/reviews/67ac3edf4d4af2e68d559b41
167,1,"Nach ueber 6 Jahren gekuendigt wegen angeblich zu viele ""Schaeden""","Die mit Abstand schlimmste Rechtsschutzversicherung ueberhaupt! Ich war vorher bei der ARAG und davor bei der DEURAG und die waren auch nicht wirklich gut aber die von der OeRAG (vermittelt durch die Bavaria) ist mit Abstand die schlechteste. Sowohl die Anwaelte als auch die Mitarbeiter sind inkompetent und unfreundlich. Ich wuerde nach ueber 6 Jahren gekuendigt, weil ich angeblich zu viel Schaden gemeldet habe.",2025-02-11,https://de.trustpilot.com/reviews/67ab6a1b530012f7c104ab72
168,1,Ich habe im Jahr 2024 einen Schadenfall…,"Ich habe im Jahr 2024 einen Schadenfall bei der Versicherung gemeldet, der ca. 150 Euro betraegt. Die Reaktion des Unternehmens dauerte sehr lange und jede Mitteilung dauerte ein bis zwei Monate. Von Oktober 2024 bis heute habe ich keine Antwort vom Unternehmen erhalten. Ich habe den Versicherungsvertrag entschlossen gekuendigt und den Schaden rechtzeitig gestoppt.",2024-07-11,https://de.trustpilot.com/reviews/67ab2e9eab9c727104c7f51d
169,1,Hinhaltetaktik vom Feinsten !!,"Es ist nicht moeglich einen Sachbearbeiter direkt zu sprechen. Nach langen Warteschleifen wird man damit vertroestet, dass das Anliegen wietergereit wird, um dann die laengst beantwortete email wieder zu erhalten...sehr enttaeuschend !!!",2025-02-07,https://de.trustpilot.com/reviews/67ab1f17b415cc633bef7ad0
170,1,Ich habe von der ARAG zur Oerag…,"Ich habe von der ARAG zur Oerag gewechselt. Jetzt habe ich das Nachsehen! Meine Mutter ist verstorben und ich habe ein Beratungsgespraech eines Anwalts fuer Erbrecht meiner Wahl genommen ( wurde mir von Verwandten empfohlen) Die Oerag uebernimmt keine Kosten, was mich wuetend macht. Haette ich nur keinen Versicherungswechsel gemacht! Ich fuehle mich ueber den Tisch gezogen! Gespraech mit dem Vermittler der Sparkasse folgt. Ich sitze jetzt auf 359€ Rechnung. Fuer was bezahle ich Beitraege?",2025-02-11,https://de.trustpilot.com/reviews/67ab0f0aef6bbf882fbfd8a7
171,5,Seit 30 Jahren Versicherungsnehmer,"Seit 30 Jahren Versicherungsnehmer, einmal Arbeitsrechtsschutz in Anspruch genommen, gute Beratung und sofortige Deckungszusage, Verfahren gewonnen! Und nun nach weiteren 28 Jahren Mieterrechtsschutz benoetigt, gute telefonische Beratung und Benennung einer Kanzlei! Wir fuehlen uns hier gut betreut! Noch eine Anmerkung bei anderen Mietern hat es bei deren RSV laenger gedauert, Ergebnis keine freie Kapazitaet mehr!",2025-02-10,https://de.trustpilot.com/reviews/67aa40a5dfe00f79c9e40863
172,1,Uebernehmen keine Schadensfaelle.,Uebernehmen keine Schadensfaelle.Mangelnde Kommunikation.Schwierigkeiten bei Kontaktaufnahme.Unverschaemter Kundenservice.Sie koennen genau so gut das Geld verbrennen den ihnen wird nie die gewuenschte Leistung bereitgestellt und sie werden mit einer automatisch erstellten Antwort abgespeisst.,2025-02-10,https://de.trustpilot.com/reviews/67a9bffc63694d76bca926ff
173,1,Als Kunde ist man nur zum zahlen recht,Als Kunde wird man nicht ernst genommen. Mailanfragen werden nicht beantwortet,2025-02-06,https://de.trustpilot.com/reviews/67a4e7261ada0682fc552f7e
174,1,Kulanzanfrage Beratung abgelehnt,"Ich bin seit 2014 Kundin und hatte noch keinen uebernommenen Rechtsschutzfall. Nun habe ich eine von mir bereits gezahlte Beratungskostennote (190€!!!) eingereicht mit der Bitte um Kulanz. Ich bezahle seit Jahren die Praemie und prompt wurde mir diese Kulanzanfrage verwehrt. Oerag Euch hat in der Vergangenheit ein guter Kundenservice ausgezeichnet! Das darf ich nicht erleben! Wirklich ein schlechter Service!Update 10.02.25: Ich wurde von dem Social Media Beauftragten gebeten die entsprechenden Dokumente zwecks erneuter Pruefung einzureichen. Das tat ich unverzueglich zu der korrekten Schadennummer (!!!). Nun habe ich zu einer vollkommen anderen Schadennummer eine mit Textbausteinen enthaltene Standardablehnung erhalten. So zu tun, als wuerde man sich einer Bewertung annehmen und den Schein erwecken als sei einem Kunden Service doch wichtig und dann nicht die richtige Akte zugrunde legen und eine Absage erneut zu versenden, laesst drei Rueckschluesse zu1) es arbeiten Praktikanten an dieser wichtigen Schnittstelle, die nicht richtig eingearbeitet wurden2) Kundenservice ist euch ueberhaupt nicht wichtig, nur der Schein!3) meine Kuendigung wird gleich rausgehen - unfassbar diese Unverschaemtheit",2025-02-05,https://de.trustpilot.com/reviews/67a35b4c44c9208610c17db7
175,5,Top Ansprechperson !,Unsere Ansprechperson bei der Oerag ist sehr zuvorkommend und schnell. Hatte ich noch nie in meinem Leben. Danke Frau Petra Bozinovic!,2025-01-30,https://de.trustpilot.com/reviews/67a0e2288ec74090f654f7a6
176,4,Mir wurde geholfen,"Hatte einen Fall wg. einer PV Anlage. Obwohl das eigentlich nicht versichert ist, konnte ich den Fall ueber die OeRAG laufen lassen. Da der beauftragte Anwalt das Verfahren nur schleppend bearbeitet hat, habe ich bei der OeRAG angerufen und schon lief es. Ich musste dann auch keine Selbstbeteiligung zahlen. Fuer mich alles gut mit der OeRAG. Nur der Anwalt haette schon von sich aus schneller sein koennen.",2024-08-01,https://de.trustpilot.com/reviews/679f60654ec5f6599aacae74
177,1,Nicht empfehlenswert,"Leider kommt man ohne Anwalt in einer arbeitsrechtlichen Angelegenheit nicht weiter, also greift man auf seine Rechtsschutzversicherung zurueck. Diese erteilte auch relativ zuegig eine Deckungszusage, zumindest beim ersten Fall. Der selbe Arbeitgeber musste wegen ausstehendem Lohn nochmals verklagt werden und anschliessend bekamen wir die Kuendigung der Versicherung. Ich sage vielen Dank fuer eine seit 10 Jahren bestehende Versicherung. Wenn man diese in der Not benoetigt, fliegt man kurze Zeit spaeter raus. Einfach nur schwach und definitiv nicht zu empfehlen enraged face",2025-01-26,https://de.trustpilot.com/reviews/679b56e8636e9176a622b1d5
178,1,Leider keine 0 Sterne Bewertung…,"Leider keine 0 Sterne Bewertung moeglich. Der Versicherer hat es in einem Zeitraum von 1,5 Wochen nicht geschafft mir eine Deckungszusage zu geben. Durchgehend waren die Mitarbeiter unverschaemt oder es wurde einfach aufgelegt. Obwohl Deckung lt Vertrag vorliegt wurde nur eine Zusage fuer eine aussergerichtliche Einigung gegeben. Des Weiteren wurde die Uebernahme der Eigenbeteiligung abgelehnt obwohl es im Vertrag zugesichert ist bei 3 Jahren Schadenfreiheit. Ich habe so etwas noch nicht erlebt, werde entsprechende Massnahmen ergreifen und selbstverstaendlich saemtliche bestehende Vertraege bei der Bayern Versicherung kuendigen. Ich denke die Bewertungen sprechen fuer sich ... Kopfschuetteln ...",2025-01-28,https://de.trustpilot.com/reviews/679a52944134d9986780b694
179,1,Laenger als 6 Wochen keinerlei Reaktion :-(,"Ich habe Ende Mitte November 2024 das Kontaktformular genutzt - ohne Reaktion bis heute.Dann habe ich Mitte Dezember eine Schadensmeldung aufgegeben. Auch hier bekam ich keine Reaktion. Auf meine Nachfrage vom 23.01.25, warum ich keine Antwort bekomme, gab es eine seltsame Ausrede:Meine Meldung waere online bzw. im System von Oerag nicht zu sehen. Ich konnte dies jedoch in meinem Online-Zugang sehen. Habe nun etwas Angst vor weiteren Vorgaengen...",2025-01-29,https://de.trustpilot.com/reviews/679a113a7ba3b53895fb263e
180,1,Von VERSICHEURNG ist hier keine Rede,"Ich war jahrelang “Versicherter” bei der OeRAG.Nun wurde ich durch die Versicherung gekuendigt, weil die Aufwendungen laut der Versicherung erheblich waren.In diesem Jahr wurden zwar Schadenfaelle (einmal Beruf, einmal Verkehr) gemeldet, aber der eine Schadenfall wurde durch die Versicherung komplett abgelehnt und fuer den anderen zahlte die Versicherung knapp ueber 50 Euro, da ich den Rest aufgrund der Selbstbeteiligung bezahlt habe.Es ist fuer mich ueberhaupt nicht nachvollziehbar, hiernach durch die Versicherung gekuendigt zu werden, und mir so zudem erschwert eine neue Versicherung abzuschliessen.Diese Versicherung moechte nur Geld einnehmen und im Schadenfall ist Sie nicht fuer den Versicherten da. Genau das worauf es an kommt, naemlich jemandem zu helfen, wenn dieser geschaedigt wurde, ist der OeRAG egal.Zudem finde ich bedauerlich, dass Check24 mit so einem dubiosen Versicherer weiterhin zusammen arbeitet und auch von diesem ueberzeugt ist.Sowohl der Kuendigung, als auch der Schlussrechnung, lag ein Werbebeileger bei. Dieser laesst taeuschen, dass sowohl bei Trustpilot, als auch bei Google die OeRAG mit vollen 5 Sternen bewertet ist.Das boese Erwachen kommt dann leider fuer Viele mit dem Scannen des QR-Codes zu Trustpilot. Der QR-Code fuer Google Bewertungen laeuft ins Leere.Ich habe mich nun wieder fuer die HUK24 entscheiden. Da war ich zuvor immer sehr zufrieden.Das Unternehmen OeRAG Rechtsschutzversicherungs-AG laesst hier Bewertungen, trotz diverser Nachweise loeschen. Das ist ein No-Go!",2024-05-28,https://de.trustpilot.com/reviews/67996a1123eff88cbb53fd6b
181,5,Es wurde sofort geholfen,"Es wurde sofort geholfen. Man gibt seine Daten durch und alles weitere regelt sich wie von selbst. Vor allem ging alles sehr schnell und unkompliziert, was heutzutage nicht mehr selbstverstaendlich ist. Ich kann diese Versicherung nur weiterempfehlen.",2025-01-28,https://de.trustpilot.com/reviews/6798b0acecc1071a1430e1a1
182,1,Das ist die schlimmste Versicherung,"Das ist die schlimmste Versicherung, die ich je gesehen habe.",2025-01-21,https://de.trustpilot.com/reviews/678ef7eb2509be0690c6854d
183,1,Enttaeuscht von fehlerhafter Adressfuehrung und unzureichender Kommunikation,"Als ehemaliger Kunde bin ich sehr enttaeuscht von der Handhabung meiner Angelegenheit. Aufgrund eines internen Fehlers wurde meine Adresse nicht korrekt gefuehrt, wodurch ich ueber Monate keine Rechnungen oder Mahnungen erhalten habe. Dieser Fehler fuehrte zu unnoetigen Inkassogebuehren, die ich nun unter Vorbehalt begleichen musste. Die Kommunikation war unzureichend, und ich musste mich selbst intensiv darum kuemmern, den Sachverhalt zu klaeren. Zudem wurde ich nach diesem Vorfall sofort gekuendigt, was ich als sehr unprofessionell empfinde. Ich erwarte mehr Transparenz und Fairness in der Behandlung von Fehlern seitens des Unternehmens und hoffe auf eine Loesung, die fuer alle Beteiligten gerecht ist.",2025-01-09,https://de.trustpilot.com/reviews/678698352737218d07117bae
184,1,OeRAG Rechtsschutz,Ich werde es kurz halten.ich kann euch nur von der Rechtsschutzversicherung OeRAG abraten.Die Kuendigen nach lust und laune und versuchen gegen ehrliche Bewertungen vorzugehen. Sie versuchen es sehr gerne bei Google zum beispiel.Das ist Traurig das der Gesetzgeber diesen Versicherungen es erlaubt die Vertraege zu Kuendigen wenn man ein oder 2 Faelle meldet.Die Folge ist das man Schwieriger eine neue Rechtsschutzversicherung abschliessen kann bei neuem Versicherer bzw viel Teurer nur weil man Gekuendigt wurde.Da ist eine Luecke im Gesetz meiner meinung nach das sehen Millionen Menschen genau so wie ich.Die Menschen Zahlen viel ein in den Topf und bekommen wenig zurueck. Kuerzt die Gehaelter der Manager (Top Verdiener) vielleicht habt ihr dann mehr Geld fuer die Rechtsstreitigkeiten der Einzahler und muesst nicht Kuendigen.Ich meine schaut euch all die Bewertungen an das ist ein Armuts Zeugniss.,2024-02-03,https://de.trustpilot.com/reviews/677757c5efe69b1a0f14cb8b
